Item_Identifier,Outlet_Identifier,Item_Outlet_Sales
FDM04,OUT019,114.81454879379233
FDZ25,OUT049,2976.9946881732453
FDU08,OUT049,1611.084908443387
NCW30,OUT045,3669.1407380851256
NCM18,OUT013,1088.6988249325675
FDS22,OUT035,772.3525272918497
NCH18,OUT017,3827.1905920864097
FDC23,OUT013,2975.0933770598162
FDY46,OUT013,3041.538156080375
NCU06,OUT046,3674.269043611244
FDX57,OUT045,1572.117682991888
FDX36,OUT027,5727.086730628224
FDL16,OUT045,740.1270150280911
FDT16,OUT010,898.490050071482
FDN16,OUT018,1375.9703938737628
FDC03,OUT046,3266.5096612986395
DRF60,OUT013,3934.0859387529877
FDS27,OUT027,4835.619539077621
FDP33,OUT010,864.795441699931
FDJ36,OUT018,1415.6258586913737
NCR42,OUT013,504.1424258833026
FDV14,OUT017,1386.7328792610144
NCP42,OUT035,3283.836572803435
FDB50,OUT027,2239.4883291336896
NCC30,OUT027,4519.060436676338
FDA23,OUT018,1403.3279087496446
FDW16,OUT017,1446.3890215444046
FDQ52,OUT010,990.0645789332235
FDB58,OUT049,2394.360159391426
NCP29,OUT049,1091.1165040463359
NCM05,OUT045,4185.603247790658
FDO25,OUT013,3511.620539035365
NCM54,OUT046,2041.5763511722098
NCL54,OUT046,2826.9423276840826
FDL39,OUT010,676.6773503840113
FDF53,OUT018,2865.253391634389
NCQ42,OUT035,2166.8615156499473
FDF58,OUT013,973.2940107502383
FDZ04,OUT035,1135.2060957364722
FDE26,OUT019,346.25075263951584
FDS60,OUT017,2640.0919962945063
FDV58,OUT017,2976.2675343969495
FDM04,OUT045,785.7154604294883
FDE08,OUT035,2575.4856354490857
NCB43,OUT049,3117.0479136593253
FDU11,OUT010,207.15626503953376
FDF22,OUT019,722.3183786355648
FDE24,OUT013,2244.734139000107
DRJ49,OUT046,2033.6109009172194
NCQ53,OUT035,4369.804568847673
NCL41,OUT013,553.80967487178
FDR22,OUT013,1802.7417930510144
FDH04,OUT035,1533.0381659586776
DRH15,OUT045,736.3056905465951
FDY40,OUT049,814.8425847358099
NCI17,OUT035,1672.3227191159306
NCC18,OUT013,2713.8169331193076
FDY28,OUT027,5603.931865026832
FDB45,OUT027,2846.784237107046
NCL30,OUT018,1772.9675824472924
FDM10,OUT017,3639.536535373239
FDH22,OUT027,3298.8658635401866
NCZ53,OUT017,3228.074503879501
NCI18,OUT013,3383.3546945928174
FDH14,OUT027,3387.68478995982
FDR36,OUT027,1335.583252751492
FDW01,OUT045,2452.3238922325545
FDK02,OUT027,3113.5616837747552
FDJ02,OUT018,2159.092239374699
FDU55,OUT013,4794.853681978436
NCV18,OUT027,2399.7649717438976
FDH14,OUT018,1898.887215670212
FDZ37,OUT045,1418.6575438550199
FDX49,OUT049,4058.840804803127
NCD43,OUT046,1631.1460847576539
FDZ07,OUT013,1059.0549347928734
FDK43,OUT035,2187.9729161674645
FDR32,OUT018,3255.627475171855
FDT39,OUT013,2273.6859694826003
NCV54,OUT017,1979.5163027533715
FDF38,OUT018,410.41547670996914
FDV60,OUT046,3025.4442633368776
FDH44,OUT027,3946.1856188572215
FDS21,OUT046,999.1077315198155
NCL41,OUT045,555.3330030741955
FDM46,OUT017,1634.3233894818395
FDU27,OUT045,754.4781274371721
NCJ54,OUT017,3935.54694519916
DRG51,OUT018,2401.833592867282
NCA29,OUT019,459.7523846908501
FDR47,OUT045,2981.423489765537
NCL19,OUT027,3317.656042629121
DRG01,OUT049,1194.206101639533
FDG10,OUT046,1047.8607616945226
NCV05,OUT049,2520.5031025068815
NCH18,OUT019,706.8212078752407
FDV14,OUT018,1129.7083786427672
DRJ23,OUT035,3279.2503611299758
DRJ11,OUT046,2956.5736636768265
FDZ03,OUT017,3305.1217451278717
FDI27,OUT010,220.4316446684978
FDJ14,OUT018,1059.9453346696148
FDU32,OUT017,2046.3151872851224
FDD47,OUT027,4293.0132809503075
DRF36,OUT035,3342.161017678529
FDM21,OUT046,4118.684236570691
FDV10,OUT018,501.79271817761827
FDH60,OUT018,2906.982071914943
FDX47,OUT010,444.44836406203086
FDT19,OUT019,486.53749991141905
FDO11,OUT045,4279.928667033707
FDH24,OUT027,4017.400085051159
FDL02,OUT018,1445.7313326735396
FDB02,OUT049,2906.973272929288
FDA43,OUT046,3098.8898426268593
FDG52,OUT045,703.8753989133478
DRC12,OUT013,3063.7964968616543
FDY37,OUT018,1906.025573465773
NCU18,OUT045,2073.1460414114154
FDU09,OUT035,964.004538182496
DRJ25,OUT027,1632.0160903404314
DRE12,OUT018,1542.0379909956937
DRL47,OUT017,2113.613423715679
DRK01,OUT046,1569.9238237491045
FDC22,OUT019,670.1873760978327
FDG44,OUT013,934.1232920880338
FDW04,OUT035,2091.073741186226
FDK09,OUT049,3841.6435581227465
NCN43,OUT035,2212.6573146442156
FDG04,OUT049,3171.5860469102267
FDH32,OUT010,76.79159005290215
DRI47,OUT017,2529.2942310107064
DRE15,OUT013,1140.7671078218275
FDY11,OUT035,1177.6532674646342
FDO60,OUT049,734.6042050263683
FDQ20,OUT018,442.32214362814324
FDO57,OUT027,3977.087467200987
FDT14,OUT019,270.8447421931932
FDA57,OUT049,675.4948285113254
DRN35,OUT017,682.5770174200047
FDJ03,OUT046,810.905876655214
FDX28,OUT017,1714.9739108014194
DRE25,OUT045,1384.6919602213045
FDR09,OUT046,3693.9978080309324
FDB23,OUT035,3981.367896383033
FDO08,OUT045,2562.260295734226
FDQ23,OUT049,1683.6710304348317
FDW04,OUT013,1992.4409218105811
DRK13,OUT010,647.4098086695932
NCL17,OUT027,3471.775456679639
FDY21,OUT035,3408.540125767915
FDJ38,OUT027,4829.9997660236395
FDA37,OUT019,261.5758905325227
FDV43,OUT013,701.027316125679
FDL36,OUT046,1473.4655205294919
FDD53,OUT045,637.8964612071643
FDZ19,OUT010,534.9618144303846
FDV21,OUT045,2125.582266745703
NCL54,OUT018,2586.713798330125
DRI47,OUT027,3633.886721084118
DRG03,OUT049,2603.8146848533447
FDG21,OUT013,2629.3205598941254
FDW03,OUT018,1599.3624712866988
NCI55,OUT046,2197.2422468387044
DRC36,OUT019,502.47616680951455
FDH22,OUT017,2035.1648284622127
FDV20,OUT045,2010.2992754278923
NCU41,OUT027,5095.425326562902
FDN46,OUT027,2822.968203792429
FDK50,OUT045,2545.6244391630494
NCA05,OUT027,3863.339213131121
DRH01,OUT018,2630.4206379220423
FDT08,OUT018,2178.396070622614
FDM08,OUT018,3199.796540433108
FDZ07,OUT035,1073.376931012674
FDS22,OUT017,803.1302364483755
FDV35,OUT027,4024.7764917163477
FDI28,OUT010,9.609832667933494
FDW58,OUT027,2777.7107850677676
FDT52,OUT045,3809.7764627917386
FDY34,OUT046,2671.958752493323
FDR10,OUT046,2633.190144845883
FDK57,OUT017,2003.2638088354158
FDR02,OUT027,2915.0062677779374
FDX49,OUT046,3525.8804945447537
FDQ20,OUT046,646.4077343840394
DRK23,OUT045,4404.787121639576
NCW06,OUT046,3055.002668755187
FDR31,OUT017,2445.4085992813066
NCE43,OUT013,2771.413790681774
DRO59,OUT027,2265.984565655425
FDN09,OUT049,4151.022062116767
FDR11,OUT046,2616.0546927982373
FDO57,OUT013,2637.336811634527
NCX18,OUT017,3358.0314962938937
FDB05,OUT018,3184.51259573419
FDQ08,OUT018,757.9870676308088
NCG43,OUT035,1598.1086831896228
FDJ56,OUT013,1659.910546015868
FDA13,OUT010,256.86289092866605
FDO56,OUT017,1862.0271994726336
FDB37,OUT018,3664.154691129002
FDZ02,OUT018,1341.5351058427775
FDQ24,OUT046,3939.2777175697533
FDM16,OUT013,1118.3883994013538
FDU35,OUT049,1593.7617823876146
FDT35,OUT035,2824.4623472153366
NCX30,OUT049,4246.925622010375
FDG04,OUT017,3311.289112141998
FDI12,OUT035,1485.0869506196675
FDE35,OUT035,1053.5265151222595
NCP14,OUT027,2787.8365252394046
NCY53,OUT045,1682.1408078735337
FDP49,OUT017,913.3355106685358
FDQ04,OUT017,795.2154915722946
FDM39,OUT035,3042.0744457130254
FDO58,OUT019,443.5094473101746
FDC56,OUT017,2034.2559709744708
NCQ54,OUT046,2742.789807584107
FDV10,OUT027,1339.7307186152013
NCK17,OUT046,612.925490129754
NCF55,OUT027,1143.1391861523946
FDV33,OUT013,4656.355832968772
NCH29,OUT019,89.08180900715156
FDA37,OUT027,3363.349348163984
FDH46,OUT018,1453.2362380135437
FDS25,OUT035,1925.4146783161987
FDH04,OUT027,2529.8546044387235
FDX52,OUT046,3154.463134861775
NCD42,OUT017,672.1461580491874
FDW47,OUT017,2053.0182772553303
FDL25,OUT027,2729.6672962627654
NCJ06,OUT010,215.52841711864778
FDY09,OUT013,2844.5299752715014
FDS40,OUT046,642.4908437569471
FDH41,OUT017,3445.626321600658
FDG38,OUT035,1393.2190852795618
FDU03,OUT027,5020.332110950873
FDV20,OUT046,2048.3496441569496
DRB13,OUT045,2636.454510056064
NCQ30,OUT013,1820.2594352854476
NCH06,OUT013,3830.460039711657
FDU50,OUT018,1656.5317294659865
NCO42,OUT019,370.3886045863349
FDW09,OUT018,960.7112513590222
FDH04,OUT013,1333.5384796865749
FDC21,OUT045,1696.1915806427166
FDL21,OUT049,735.1420945534704
FDM46,OUT010,99.87567650150037
FDT22,OUT019,45.63490476962776
FDB28,OUT035,3184.8720559129615
FDI12,OUT018,1231.7531522840231
FDA28,OUT045,2011.3158898395532
FDF59,OUT013,2048.067915046156
FDM45,OUT027,3227.975349706701
FDQ56,OUT017,1441.249702939748
FDR46,OUT049,2510.147050664626
FDT01,OUT013,3314.0649787531815
FDD16,OUT027,2143.2717915178528
NCU30,OUT010,383.4413264356712
FDM40,OUT010,398.60712983336225
FDI56,OUT035,1558.219352391741
NCS30,OUT013,2011.9719435061822
FDU08,OUT017,1608.1553748923482
FDX51,OUT027,5103.5960312401685
FDA43,OUT045,3009.524158096488
FDX59,OUT010,284.31266667384216
FDC37,OUT018,1406.3484141625522
FDP58,OUT013,3402.46633689289
NCY42,OUT035,2300.191332274784
FDF21,OUT018,2819.112666548912
FDU10,OUT027,1292.2514306056526
DRL47,OUT018,1748.7791268582498
FDA58,OUT018,3247.5219654430643
FDJ22,OUT049,3157.8063229808668
FDK50,OUT046,2556.392760297165
FDO38,OUT035,1258.627472279526
DRF60,OUT035,3962.041061870372
NCZ42,OUT019,920.9108704199422
FDD35,OUT049,2043.9637313076537
FDL25,OUT045,1434.7687396676813
FDJ16,OUT013,945.0751740594477
DRK59,OUT049,3773.699224910825
FDI50,OUT046,4003.2915450692904
NCB19,OUT045,1464.597182160127
DRI37,OUT035,956.6643134128086
FDA14,OUT027,3910.004169495845
FDC08,OUT018,3412.4534357748944
FDS45,OUT046,2005.7837976404614
FDI21,OUT049,1165.8610480173786
DRJ47,OUT035,2900.139307454765
DRE37,OUT027,4779.7178258945205
FDT55,OUT018,2274.8682457568216
NCG42,OUT027,3367.353714702247
FDA31,OUT049,3104.535924580248
NCW42,OUT046,3362.960394321761
FDF50,OUT017,3189.2862018418746
FDK56,OUT049,3324.4740130738865
FDX10,OUT035,669.3175338682681
NCK07,OUT027,4207.143223202515
FDZ49,OUT017,3387.885443213527
FDR33,OUT013,1722.0306534620174
FDO44,OUT018,1523.8662306531521
FDA20,OUT046,3267.887114716119
NCL30,OUT045,1949.8926689300285
FDI05,OUT019,30.851789127569493
FDQ12,OUT018,3168.0235565742187
FDH47,OUT017,1721.0880592962676
FDH34,OUT018,2818.8761379551893
FDF29,OUT046,2230.1468238909197
FDG40,OUT018,368.1175021015497
NCE18,OUT017,4256.4457147861895
FDP21,OUT010,556.796799303173
FDY50,OUT013,1470.9043643402547
FDB36,OUT049,2175.3252548897794
NCZ29,OUT049,2194.9948274617745
FDU20,OUT018,1753.6793286241125
FDO56,OUT013,1809.0316287220573
FDW31,OUT049,3171.975957406623
DRH59,OUT013,1157.4924668197043
NCB30,OUT017,3374.7612561345923
FDK43,OUT027,3364.669361241586
FDW43,OUT045,3824.82371655808
NCL19,OUT017,2310.8680504059503
FDJ27,OUT046,1569.9730661617396
FDC45,OUT046,2677.31595141147
FDY40,OUT035,819.0935187187406
NCM41,OUT035,1553.968189318489
NCK18,OUT019,596.2158877195211
FDP37,OUT049,2178.257114349866
FDA27,OUT027,5979.907788177449
NCX30,OUT035,4214.8840825005655
FDR09,OUT017,4195.240560260122
FDG08,OUT027,4392.468768153293
NCU30,OUT013,2664.760654333317
FDB16,OUT017,1426.9187575101876
FDM16,OUT017,1261.2746194463916
FDC48,OUT013,1246.5335623569617
NCF18,OUT046,2862.480042601074
FDU46,OUT018,1257.7496083117296
FDH41,OUT018,2974.6682292184373
NCN42,OUT010,444.23971880137805
FDU49,OUT046,1453.2529610458732
FDB20,OUT027,2224.8251401810635
FDG50,OUT019,94.46885315090718
FDW20,OUT045,2002.4157656363977
NCO55,OUT049,1799.957318919049
FDX48,OUT046,2579.0181007643314
FDU48,OUT046,2019.3346194051992
FDR48,OUT019,352.672142945325
FDK27,OUT013,2000.3347812276418
FDT35,OUT013,2722.1393055694693
FDN12,OUT049,1784.1166342783442
NCE31,OUT019,247.97030727915208
FDL21,OUT017,772.2253084154851
FDV56,OUT017,1812.129720842051
FDR16,OUT017,3525.6390503152033
NCP41,OUT049,1750.1749160623306
FDJ27,OUT013,1649.0898343820882
FDA07,OUT017,2085.747085831904
FDK55,OUT049,1392.765740588371
FDM33,OUT049,3702.466583164236
FDY46,OUT046,2975.9605040762585
FDD36,OUT046,1936.247342419784
FDB12,OUT027,2854.9670267738074
FDF28,OUT019,276.2012508930436
NCE07,OUT019,381.5887163403965
FDW50,OUT027,4166.282006910007
NCW18,OUT017,3866.981168668744
NCJ17,OUT019,73.56623814874287
DRZ24,OUT010,225.89085205255915
FDS07,OUT035,1981.5117117701218
NCW05,OUT010,111.77762853973009
FDZ22,OUT018,1094.2460457844495
FDK02,OUT046,1909.1764297416403
FDZ45,OUT027,5160.642308124319
FDL25,OUT046,1440.8077986909473
FDS08,OUT045,2515.0685889899073
NCZ42,OUT027,7460.047264173973
FDX57,OUT035,1706.824253374448
FDF21,OUT046,3197.924955763186
FDJ56,OUT018,1408.9174068753935
FDX10,OUT013,650.8560151421707
DRG48,OUT035,2451.134085488721
DRN37,OUT046,2590.3194358289034
NCY41,OUT018,448.55003875550346
FDN28,OUT045,1652.5611043097206
FDE34,OUT045,2832.574044896139
FDR10,OUT045,2707.035871853827
FDC32,OUT017,1398.9551538502144
DRG13,OUT046,2657.257950450107
FDP59,OUT049,1619.8509233545522
NCT53,OUT010,286.7364600911141
FDL57,OUT027,6600.93865809368
FDN32,OUT010,713.1581351646519
FDK09,OUT018,3498.1969113955856
FDA52,OUT010,519.6700552905656
FDC57,OUT049,3220.2726985654595
FDI09,OUT035,3934.245581107946
NCB07,OUT046,2879.94905597288
FDP26,OUT035,1748.8579289318038
FDP40,OUT027,2976.8845734251336
FDL15,OUT013,2471.9705975679467
FDV07,OUT046,1751.48094070104
FDS03,OUT017,1176.7488592414118
FDE50,OUT049,3152.0875151228006
FDQ15,OUT017,1257.5158448392992
FDQ33,OUT010,386.2942228922311
FDT22,OUT013,950.6758947879334
DRO35,OUT035,2021.5251098318706
FDJ41,OUT049,4460.336235952029
FDQ27,OUT035,1913.973543392689
FDC26,OUT017,1843.078872156478
NCF43,OUT027,3694.692370999451
NCR50,OUT035,2674.5696079012864
FDE39,OUT018,1704.3353819865704
FDN49,OUT027,1389.1963324817204
DRG11,OUT035,1763.0029953940036
NCA18,OUT049,1900.407448261861
FDM36,OUT018,2562.648359155708
FDW32,OUT017,1355.8200934311278
NCQ18,OUT010,116.03566495499842
FDX14,OUT027,2221.7974400111775
FDD46,OUT017,2269.258948727585
FDI34,OUT019,797.8515148975148
NCJ17,OUT035,1479.094821719151
FDB52,OUT035,3795.5833978247297
FDV55,OUT018,2124.736584069587
FDC57,OUT046,3076.111786021463
FDB29,OUT046,1903.578811917323
NCO43,OUT035,1789.3761508224725
FDG44,OUT045,883.4908413970478
FDJ34,OUT045,1968.9528139667211
FDH40,OUT049,1296.3663347317704
NCD07,OUT027,3111.323276107034
FDB41,OUT017,752.7358913068016
FDH47,OUT018,1339.2474753032766
DRK37,OUT035,3332.3672476883007
FDM25,OUT019,562.5144420985324
NCX06,OUT045,2876.3820605074593
NCS05,OUT017,2182.0670399946207
FDS39,OUT045,2180.895875617893
FDC47,OUT027,5790.814684534494
FDG20,OUT013,2953.1144367190464
DRL23,OUT017,1742.6126060168574
FDY33,OUT013,2614.3605195597706
NCH18,OUT045,3668.60616237246
FDX47,OUT035,2496.752400478252
NCB06,OUT045,2617.8595128321736
FDP36,OUT049,810.0961591879246
FDW44,OUT018,2633.934695823346
NCU41,OUT018,2781.1791471357287
NCS17,OUT046,1585.515574261075
FDD46,OUT035,2398.0795885772363
FDE45,OUT017,2907.3790347699055
FDI09,OUT017,3989.4994810634284
NCJ54,OUT010,787.0777125592084
NCA29,OUT018,2687.395702022886
NCN41,OUT027,3446.0735670552226
FDY34,OUT035,2849.8071361377774
NCG55,OUT035,1982.9683057838793
DRM49,OUT046,829.7495089661287
NCB42,OUT049,1952.5367091561263
FDE58,OUT045,1805.8178319913798
DRJ25,OUT013,796.44523292428
FDS47,OUT010,32.93548257823311
FDY21,OUT049,3339.605534307931
NCI54,OUT013,1779.6161074402428
FDO24,OUT017,2572.4652124296695
FDY43,OUT035,2869.7054846864025
FDF35,OUT018,1378.06045601412
NCP29,OUT019,44.62954792412734
FDN28,OUT027,2767.535771129779
FDJ50,OUT018,626.0285977023826
FDQ14,OUT027,3806.5058804975943
FDC37,OUT035,1841.547072361205
FDN08,OUT046,1931.1097768490893
FDD04,OUT035,2320.8450502250507
FDW34,OUT018,3215.490193126488
FDP04,OUT017,1122.078144486562
NCG07,OUT017,3059.703165641433
NCN14,OUT018,2702.076897014507
FDJ16,OUT045,928.7263843357174
NCM42,OUT045,1648.8899305267935
NCF19,OUT046,734.3502410201336
FDY21,OUT018,3241.3052188921283
FDY19,OUT035,1939.9805123322076
FDV09,OUT045,2376.780056287304
FDA28,OUT013,2110.9503889485186
FDC38,OUT018,1851.0108742367456
FDL28,OUT045,3839.630969706797
NCH43,OUT049,3476.1555946740896
NCN53,OUT045,595.2867194449033
NCW05,OUT017,1865.6016812753248
NCO30,OUT018,2620.6529127509148
FDT04,OUT019,235.06400099144426
FDB27,OUT018,2926.696435024956
NCK07,OUT013,2630.826531228044
NCA53,OUT013,726.0225244062216
FDB33,OUT018,2350.5615414876324
FDU37,OUT017,1351.7071607893697
FDR13,OUT035,1923.2202605382447
FDE45,OUT049,3033.9811235869724
FDV37,OUT017,3253.8639098147432
FDX44,OUT019,88.45208539813122
NCL06,OUT017,3673.2893651805025
FDJ28,OUT045,3020.791677352748
FDX55,OUT049,3593.579966007945
NCK17,OUT018,414.39120466594835
FDH52,OUT035,1105.0752214474426
FDN13,OUT027,2899.9995341022427
FDK44,OUT018,2517.5235952745575
FDU16,OUT046,1317.0733642066832
FDZ07,OUT017,1027.6568747858594
NCN06,OUT027,4057.0381004879678
FDH02,OUT010,74.80267563860785
NCW18,OUT045,3594.42845696684
FDH57,OUT013,2015.7940299907561
FDV35,OUT045,2447.912302730998
NCU29,OUT013,2478.17302573481
NCP02,OUT046,947.2086831271567
FDN44,OUT013,2653.3099334321882
FDX03,OUT018,473.05353743936547
FDR11,OUT010,446.93337243376
FDA36,OUT046,2855.5430466510848
FDP58,OUT027,5528.942432192511
FDH31,OUT045,1576.808139118503
FDH34,OUT035,3294.799992938097
FDS13,OUT035,3824.4766286032886
FDT01,OUT018,3096.6517862233663
FDY09,OUT049,2967.9304188147144
FDV33,OUT027,5890.203104121864
NCW29,OUT010,277.28446683875296
NCN17,OUT045,1578.719755959765
FDX01,OUT046,1857.8855452878904
FDL03,OUT049,3261.06158145328
DRL59,OUT049,980.9131426021058
DRM11,OUT027,4760.357390845489
FDA43,OUT049,3159.4078175927993
FDZ56,OUT010,501.7172340107907
FDI44,OUT018,1071.958024751266
FDB50,OUT013,1276.3469560933088
FDU15,OUT019,263.2869807333987
NCJ19,OUT019,124.187613981239
FDD48,OUT013,1863.6947121370333
NCW42,OUT035,3710.5570715224717
FDL24,OUT017,3038.6400255731883
NCB30,OUT013,3212.566124452782
FDK25,OUT013,2898.2880137222605
FDW28,OUT049,3097.0820203376647
FDD47,OUT017,2933.000760941711
FDK16,OUT019,109.27536700716279
FDW37,OUT046,1380.3527154364758
FDA48,OUT035,3703.264844473455
FDA14,OUT017,2491.5023096935397
FDV15,OUT013,1723.9089922514838
FDN22,OUT049,3791.5301723545654
NCD55,OUT045,598.7383153795112
FDY43,OUT013,2817.3257222861102
NCU05,OUT017,1334.8823556129396
FDF10,OUT035,2547.597916379516
FDR39,OUT018,2851.6495787042572
FDG40,OUT013,580.383760918578
FDZ28,OUT019,270.4413947117007
FDE02,OUT045,1537.2817365168278
FDU60,OUT049,2859.8139159404723
FDM21,OUT013,3854.8512381019414
FDV52,OUT019,225.93872742327326
NCW06,OUT013,3090.515328951584
FDX36,OUT035,3938.583106192487
FDT35,OUT027,4577.419899675039
NCL19,OUT010,370.95463691295976
NCD31,OUT046,2682.978261437114
FDE53,OUT019,186.08354236610612
FDW58,OUT019,183.560492188238
DRF48,OUT046,3354.59026409611
FDW57,OUT035,2854.0939545865745
DRH13,OUT017,1715.1072898399555
FDT33,OUT013,2650.106757908554
DRK47,OUT027,5299.273544609431
FDY22,OUT010,367.10391491192473
FDC35,OUT019,765.0096997152829
FDO03,OUT013,3811.7667792007524
FDF24,OUT045,1215.5997126122613
FDF56,OUT018,2760.9671276718436
FDD28,OUT013,827.7062790069807
FDG53,OUT027,3367.8475750375455
FDO27,OUT019,174.27207789314056
NCF54,OUT018,2525.794069914158
FDC20,OUT027,1792.334894942386
FDU10,OUT046,680.2705766854425
DRA24,OUT018,2375.4496916454555
FDA02,OUT010,367.7347819588546
FDG10,OUT017,1010.477014568814
FDW39,OUT010,555.5415018704373
FDP04,OUT019,22.766620582276474
NCM55,OUT013,3064.8664885460203
FDG47,OUT045,4461.451974953048
NCU41,OUT017,3138.283629696565
NCK31,OUT017,805.9404210567591
FDZ46,OUT045,1603.0426407835027
FDU13,OUT027,3671.0760103686916
NCF19,OUT045,706.1717902907786
NCJ43,OUT013,2875.597783547039
NCJ05,OUT045,2445.5460594228725
FDS04,OUT027,3322.5025569357167
FDX28,OUT010,96.10821880188685
FDB41,OUT027,1409.1817532453817
FDG53,OUT046,2075.072374656674
FDL15,OUT010,425.19779537817925
FDQ08,OUT049,1045.5418871008733
DRN36,OUT013,1581.9588475954733
FDI46,OUT013,4297.456726192339
FDG16,OUT027,5368.137411226356
FDV32,OUT013,1126.2930551984136
FDF44,OUT010,258.97288165690003
FDK04,OUT018,719.0799473408041
NCA41,OUT013,3108.4005689262326
FDD51,OUT017,726.9518292245939
NCZ53,OUT045,2979.8434280549095
FDP01,OUT027,3928.0519692621765
FDY25,OUT049,3173.439491228779
FDB17,OUT018,2718.5582343457395
NCV54,OUT018,1639.8134188353824
FDJ32,OUT017,1082.4978723518261
FDA37,OUT049,2025.2808488130067
FDG35,OUT035,3009.2345134081556
NCM05,OUT018,3852.0451682724015
FDG45,OUT046,3607.7715155671617
FDH28,OUT013,655.8946798281495
NCE18,OUT049,4155.886139266288
FDH38,OUT045,1780.779970900199
FDR56,OUT013,3302.3220574894253
FDH17,OUT027,2621.1190311689447
FDD39,OUT049,3704.9965902536737
FDB41,OUT049,763.0050175087787
NCR53,OUT046,3406.4302735651854
FDX46,OUT017,947.2992407465372
FDV28,OUT049,657.9766878692718
FDA08,OUT018,2390.0664475110957
FDH45,OUT017,727.0953303936485
NCS38,OUT010,211.65034345404305
FDD40,OUT010,629.4885846251426
DRM59,OUT035,2482.1568557835712
NCJ43,OUT018,2458.4533749118086
NCN29,OUT013,739.2283499261506
NCC19,OUT045,3013.652083460856
FDR56,OUT035,3448.956179413842
FDZ43,OUT049,3928.1166873675506
FDJ32,OUT010,59.90488357628973
DRH03,OUT017,1406.8987565390423
NCZ54,OUT035,2870.503988559571
FDE26,OUT017,2495.7166518427307
FDS03,OUT045,1134.5465503355956
DRZ24,OUT019,214.95299608134727
FDO48,OUT027,5932.643923716166
FDW39,OUT049,2912.8271931138183
NCK05,OUT049,1050.4844923813826
NCK30,OUT017,4092.6887941134178
FDT27,OUT018,3168.6120880460207
FDS08,OUT019,516.0115362832643
NCJ19,OUT049,926.8368417634664
FDC58,OUT045,653.1687603601575
DRE37,OUT013,3167.5979006804523
FDW02,OUT035,2504.7654857310267
FDJ02,OUT010,415.82866810352016
FDX09,OUT045,2690.9442840582356
FDT31,OUT010,592.6695760120715
FDI24,OUT049,3041.0588035257006
FDY09,OUT045,2799.201046618426
FDV28,OUT045,538.069443947748
DRM47,OUT049,3414.6232343885604
FDT52,OUT019,852.720642650405
FDI48,OUT018,677.5036056385869
FDY55,OUT017,4411.311145053023
FDU48,OUT013,2019.2281904986614
FDN25,OUT045,848.5823178829374
FDP20,OUT049,2070.510599158911
FDJ15,OUT013,3339.32512854481
FDD04,OUT018,1884.7075902583354
FDY58,OUT045,3621.7171147595636
FDR37,OUT018,2955.2195075128643
FDF44,OUT013,2041.0076103389158
FDD32,OUT045,1204.7836872237042
FDR57,OUT017,2516.1390276339594
DRG39,OUT027,1792.120884502745
FDX15,OUT017,2520.2048184345754
DRN37,OUT045,2460.2749908595633
FDW40,OUT027,3461.98521621573
FDB32,OUT049,1490.3272078035582
FDM40,OUT018,2095.0263282189358
FDE39,OUT027,3252.390753650728
DRH49,OUT017,1267.8166248302978
FDT46,OUT049,748.8320927861809
NCF06,OUT035,4005.993167997815
FDP07,OUT017,3258.7349534203627
FDC04,OUT013,4020.819831264511
FDZ32,OUT017,1807.0394607440703
FDD50,OUT045,2658.206338493584
FDU56,OUT017,3305.1312369069715
FDV34,OUT017,1224.455652129807
NCY41,OUT013,660.050371807121
NCK18,OUT046,2658.7346554504256
DRH25,OUT049,960.2051274190002
FDT57,OUT046,3975.9252405504594
FDV56,OUT018,1415.9585990723674
FDV12,OUT045,1603.2898712475699
FDN52,OUT017,1453.8411699123124
FDX38,OUT035,798.7356907257132
FDE47,OUT018,1752.8278315008638
NCO07,OUT013,3370.0311452769242
FDV09,OUT027,3715.415896065941
FDZ23,OUT019,692.536876556433
DRH51,OUT018,1184.9502660508733
NCY54,OUT045,2692.8121697666484
DRG49,OUT013,4261.471623205534
NCC19,OUT049,3287.5524116410757
NCV53,OUT045,4288.347960292427
FDZ47,OUT019,175.72237180192062
NCO26,OUT018,1653.4708269830546
NCP02,OUT045,976.7491532073412
NCW30,OUT018,3456.0330895954576
NCN55,OUT046,3655.915894140306
FDB20,OUT010,6.460586090072763
DRL11,OUT013,2435.840686918641
DRD60,OUT045,2982.2508334837094
FDW14,OUT010,51.08032959293124
FDL27,OUT010,32.87323262910373
FDU09,OUT018,706.0698367271265
DRH36,OUT027,2205.2249504250435
FDP34,OUT027,3819.2501008813065
FDE04,OUT017,3076.452542302135
FDZ57,OUT027,3495.3438381008077
FDF02,OUT010,156.60528979542687
FDG28,OUT045,3804.6190848507417
NCI31,OUT046,565.3835548281239
FDT43,OUT013,754.7052210539437
FDU20,OUT046,2157.61044035598
FDD53,OUT013,651.585102482644
FDW15,OUT045,2481.9095883251157
NCT53,OUT045,2423.2094784505503
NCG55,OUT027,2929.0566584904723
FDD48,OUT035,1975.6447619111213
FDG47,OUT049,4375.772298468098
FDI21,OUT017,1193.615511315799
FDT27,OUT017,3827.5473399525363
DRO35,OUT013,1918.306435694533
FDD33,OUT017,3884.9657636652555
FDC04,OUT035,4051.4689017067813
FDY34,OUT013,2592.0990261474803
DRJ49,OUT049,2130.376143173946
FDE05,OUT049,2464.861771454578
